element,sp_num,obs_wl_vac(A),intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref
Fe,2,5152.046,5,,,11.3073311,13.7138361,3d6.(5D).5p,4D*,1/2,3d6.(3G).4d,4F,3/2,,,L18349c139
Fe,1,5152.2741,13800,3.30e+04,C,0.99011115,3.39650880,3d7.(4F).4s,a 5F,2,3d6.(5D).4s.4p.(3P*),z 5F*,3,,T5720,L11631
Mn,1,5152.32,50,3.9e+06,C,3.135280,5.541634,3d5.4s2,a 4G,7/2,3d6.(5D).4p,z 4F*,5/2,,T3623n,L3475
Al,3,5152.44,5d*,,,23.541636,25.947975,2p6.5f,2F*,5/2,2p6.7g,2G,7/2,,,L277
Al,3,5152.44,5d*,,,23.541676,25.947975,2p6.5f,2F*,7/2,2p6.7g,2G,9/2,,,L277
C,2,5152.525,170,4.18e+07,B+,20.709791,23.116074,2s.2p.(3P*).3s,4P*,5/2,2s.2p.(3P*).3p,4P,3/2,,T2440,L1176
Ar,1,5152.826,5,2.39e+06,C,12.90701530,15.3131553,3s2.3p5.(2P*<3/2>).4p,2[1/2],1,3s2.3p5.(2P*<3/2>).6d,2[1/2]*,0,,T1218n,L2634
Fe,2,5152.9698,13,,,12.8973225,15.3033949,3d6.(5D).5d,4F,5/2,3d6.(3H<4>).4f,2[3]*,5/2,,,L18349c139
Cr,1,5153.2619,13,,,1.00367492,3.40961132,3d4.4s2,a 5D,3,3d4.(5D).4s.4p.(3P*),z 7D*,3,,,L14866
V,2,5153.277,37,,,3.7590189,6.16495019,3d3.(2F).4s,c 3F,4,3d3.(2G).4p,z 1G*,4,,,L10089c179
Fe,2,5153.3456,5000bl(Fe I),7.e+04,D,10.4514812,12.8573818,3d6.(5D).4d,e 6G,11/2,3d6.(5D<2>).4f,2[4]*,9/2,,T6892c83,L18349c148
Fe,1,5153.346,8700bl,2.39e+04,A,1.01105568,3.41695281,3d7.(4F).4s,a 5F,1,3d6.(5D).4s.4p.(3P*),z 5F*,2,,T3548,L11631
Cr,2,5153.348,2,,,6.8028266,9.20872064,3d4.(a 3F).4s,d 4F,3/2,3d4.(3D).4p,w 4F*,3/2,,,L18847
Ne,1,5153.3962,750,1.71e+06,C+,18.61270528,21.01857880,2s2.2p5.(2P*<3/2>).3p,2[3/2],1,2s2.2p5.(2P*<3/2>).5d,2[5/2]*,2,,T6976,L3451
Ti,1,5153.619,2000,3.51e+05,B,0.02109378,2.4268635,3d2.4s2,a 3F,3,3d2.(3F).4s.4p.(3P*),z 3F*,4,,T8000,L10989
Fe,2,5154.1345,40,,,12.8448160,15.2503423,3d6.(3H).4d,4G,11/2,3d6.(3H<6>).4f,2[5]*,11/2,,,L18349c139
Ar,2,5154.2960,5,,,23.58132422,25.98677781,3s2.3p4.(3P).5p,2P*,1/2,3s2.3p4.(3P).6d,2P,3/2,,,L2634
Fe,2,5154.3073,130,9.e+06,D+,10.4134460,12.8188939,3d6.(5D).4d,6D,3/2,3d6.(5D<3>).4f,2[2]*,3/2,,T6892c83,L18349c139
Fe,2,5154.4118,50,,,12.8469422,15.2523418,3d6.(3H).4d,4H,13/2,3d6.(3H<6>).4f,2[7]*,15/2,,,L18349c139
Na,1,5154.8380,2,2.27e+06,B+,2.104429202,4.50962989,2p6.3p,2P*,3/2,2p6.6s,2S,1/2,,c30,L15039
V,1,5154.8943,:,1.3e+06,C,1.86948173,4.2746562&dagger;,3d4.(3P2).4s,b 4P,1/2,3d3.(4F).4s.4p.(1P*),v 4D*,1/2,,T9399,L18972
Cr,2,5154.9330,11,,,3.75763463,6.16279089,3d4.(a 3P).4s,b 4P,3/2,3d4.(5D).4p,z 4P*,5/2,,,L18847
C,1,5155.007,3200,,,8.647160399,11.052284,2s2.2p.3p,3D,3,2s2.2p.(2P*<3/2>).8d,2[5/2]*,2,,,L17684
Fe,2,5155.2179,40,,,12.8469422,15.2519656,3d6.(3H).4d,4H,13/2,3d6.(3H<6>).4f,2[6]*,13/2,,,L18349c139
Ti,2,5155.5040,119,5.0e+05,D,1.56577729,3.97066729,3d3,b 2D2,3/2,3d2.(3F).4p,z 2D*,5/2,,T2437,u37
Fe,2,5155.678,7,,,12.8787670,15.2835763,3d6.(3H).4d,4H,9/2,3d6.(3H<5>).4f,2[5]*,11/2,,,L18349c139
Ne,1,5155.8630,500,1.29e+06,C+,18.61270528,21.01742872,2s2.2p5.(2P*<3/2>).3p,2[3/2],1,2s2.2p5.(2P*<3/2>).5d,2[3/2]*,1,,T6976,L3451
Fe,2,5156.1156,80,3.3e+06,D+,10.4477261,12.8523307,3d6.(5D).4d,6P,7/2,3d6.(5D<2>).4f,2[2]*,5/2,,T6892c83,L18349c139
Fe,2,5156.1767,120,3.4e+06,D+,10.4514812,12.8560572,3d6.(5D).4d,e 6G,11/2,3d6.(5D<2>).4f,2[5]*,11/2,,T6892c83,L18349c139
P,1,5156.280,140,1.5e+06,E,6.9543513,9.3588801,3s2.3p2.(3P).4s,4P,3/2,3s2.3p2.(3P).5p,4D*,5/2,,"T1619CA,LS",L5148
Ti,3,5156.48,8,,,15.937720,18.342157,3p6.3d.4d,3D,2,3p6.3d.5p,3D*,3,,,L3593
Fe,2,5156.623,6,,,12.8996498,15.3040200,3d6.(3H).4d,4G,5/2,3d6.(3H<4>).4f,2[4]*,7/2,,,L18349c139
C,1,5156.728,1500,,,8.64039604,11.044716,2s2.2p.3p,3D,1,2s2.2p.(2P*<1/2>).9s,2[1/2]*,0,,,L17684
C,1,5156.74,"1800w,bl,i",,,8.647160399,[11.051527],2s2.2p.3p,3D,3,2s2.2p.(2P*<3/2>).8d,2[7/2]*,4,,,L2138c153
Fe,2,5157.108,13bl(Fe II)*,,,11.2913111,13.6954523,3d6.(5D).5p,4F*,5/2,3d6.(3G).4d,2D,3/2,,,L18349c148
Fe,2,5157.108,13bl(Fe II)*,,,13.4068420,15.8109780,3d6.(3G).4d,4H,13/2,3d6.(3G<5>).4f,2[8]*,15/2,,,L18349c148
Fe,3,5157.553,250,,,8.641223,11.045157,3d5.(4D).4s,5D,4,3d5.(6S).4p,5P*,3,,,L1171
Fe,2,5157.8913,18,,,12.8448160,15.2485928,3d6.(3H).4d,4G,11/2,3d6.(3H<6>).4f,2[4]*,9/2,,,L18349c139
Fe,2,5157.953,9,,,12.8996498,15.3033949,3d6.(3H).4d,4G,5/2,3d6.(3H<4>).4f,2[3]*,5/2,,,L18349c139
Ne,1,5158.1037,500,1.51e+05,C,18.61270528,21.01638327,2s2.2p5.(2P*<3/2>).3p,2[3/2],1,2s2.2p5.(2P*<3/2>).5d,2[3/2]*,2,,T6976,L3451
P,5,5158.16,110,,,,,,,,,,,,,L2613
Fe,2,5158.185,11,,,11.2553628,13.6590048,3d6.(5D).5p,4F*,7/2,3d6.(3G).4d,4F,7/2,,,L18349c139
Fe,2,5158.3486,110,2.3e+06,D+,10.4190334,12.8225962,3d6.(5D).4d,e 6G,13/2,3d6.(5D<3>).4f,2[6]*,13/2,,T6892c83,L18349c139
Sc,1,5158.423,1,,,2.6077264,5.0112600,3d.4s.(1D).4p,2F*,5/2,3d.4s.(3D).4d,2G,7/2,,,L4189c12
V,1,5158.445,30000,2.09e+06,C+,2.27789497,4.68141347,3d3.(4F).4s.4p.(3P*),z 6F*,7/2,3d3.4s.(5F).5s,e 6F,9/2,,T9399,L15916
V,2,5158.702,31,,,2.5561913,4.95958560,3d3.(2D2).4s,b 3D,2,3d3.(4F).4p,z 3F*,2,,,L10089c179
Fe,2,5158.7200,500bl(Fe II)*,2.11e+07,B+,10.4552114,12.8586008,3d6.(5D).4d,6P,5/2,3d6.(5D<2>).4f,2[4]*,7/2,,T6892c83,L18349c148
Fe,2,5158.7200,500bl(Fe II)*,8.e+04,D,8.1926616,10.5960500,3d6.(3G).4p,x 4G*,5/2,3d6.(5D).4d,e 4G,7/2,,T6892c83,L18349c148
Fe,2,5158.9521,260,5.e+04,D,10.4514812,12.8547671,3d6.(5D).4d,e 6G,11/2,3d6.(5D<2>).4f,2[5]*,9/2,,T6892c83,L18349c145
B,3,5159.29,100*,,,33.02832,[35.43149],1s2.5d,2D,3/2,1s2.7f,2F*,5/2,,,L12547
B,3,5159.29,100*,,,33.02840,[35.43149],1s2.5d,2D,5/2,1s2.7f,2F*,7/2,,,L12547
Fe,2,5159.4959,31,,,12.8911060,15.2941354,3d6.(3H).4d,4K,11/2,3d6.(3H<4>).4f,2[6]*,13/2,,,L18349c139
Fe,2,5159.631,32,,,11.0756571,13.4786216,3d6.(5D).5p,6D*,3/2,3d6.(3D).5s,4D,5/2,,,L18349c139
Fe,7,5160.21,106bl(Fe II),5.25e-02,B+,0.130152,2.53285,3p6.3d2,3F,3.000,3p6.3d2,3P,1.000,E2,T4385,"L22066,L9077"
Ne,1,5160.3388,500,1.12e+06,C+,18.71137667,21.11401428,2s2.2p5.(2P*<3/2>).3p,2[1/2],0,2s2.2p5.(2P*<1/2>).5d,2[3/2]*,1,,T6976,L3451
Fe,1,5160.4944,1580,,,4.28330826,6.68587270,3d7.(4F).4p,y 5F*,2,3d7.(4F).4d,f 5P,1,,,L11631
Fe,2,5160.696,6,,,12.8787670,15.2812358,3d6.(3H).4d,4H,9/2,3d6.(3H<5>).4f,2[6]*,11/2,,,L18349c139
V,1,5160.760,170000,1.57e+07,B+,2.2473686,4.64980915,3d3.(4F).4s.4p.(3P*),z 6D*,3/2,3d3.4s.(5F).5s,e 6F,5/2,,T9399,L15916
Ar,2,5160.942,1,,,22.700377572,25.102730005,3s2.3p4.(3P).5s,2P,3/2,3s2.3p4.(3P).6p,4D*,3/2,,,L14821
Fe,2,5161.3461,100,5.0e+06,D+,10.4134460,12.8156139,3d6.(5D).4d,6D,3/2,3d6.(5D<3>).4f,2[3]*,5/2,,T6892c83,L18349c139
C,1,5161.357,1500,,,8.643023685,11.045181,2s2.2p.3p,3D,2,2s2.2p.(2P*<1/2>).9s,2[1/2]*,1,,,L17684
O,2,5161.379,15,3.12e+07,B,26.5536859,28.955839,2s2.2p2.(3P).3p,2P*,1/2,2s2.2p2.(3P).3d,2P,1/2,,"T6172,T6632",L10621
S,3,5161.521,13,3.83e+07,B+,19.541188,21.943274,3s2.3p.3d,1F*,3,3s2.3p.4p,1D,2,,T7942c84,L11011
Fe,2,5161.859,2.6,,,13.0262214,15.4281503,3d6.(3F2).4d,4G,11/2,3d6.(3F2<4>).4f,2[7]*,13/2,,,L18349c139
Cr,1,5161.902,3,,,0.98287742,3.38478638,3d4.4s2,a 5D,2,3d4.(5D).4s.4p.(3P*),z 7D*,1,,,L14866
Cr,1,5162.21,5,,,5.78227967,8.184056,3d4.4s.5s,f 7D,3,3d5.4p,p 3G*,3,,,L808
Fe,2,5162.214,31,1.8e+06,D+,10.4552114,12.8569773,3d6.(5D).4d,6P,5/2,3d6.(5D<2>).4f,2[3]*,5/2,,T6892c83,L18349c139
Ar,2,5162.25,0bl,,,23.01454553,25.41628630,3s2.3p4.(3P).4d,4F,7/2,3s2.3p4.(3P<2>).5f,2[3]*,7/2,,,L14821
Fe,2,5162.278,130bl(Fe II)*,9.e+04,D,5.56875734,7.9704921,3d6.(1F).4s,c 2F,7/2,3d6.(3F2).4p,z 2F*,7/2,,T6892c83,L18349c148
Fe,2,5162.278,130bl(Fe II)*,,,12.8792764,15.2810098,3d6.(3H).4d,4I,15/2,3d6.(3H<5>).4f,2[6]*,13/2,,,L18349c148
Ti,3,5162.63,1,,,22.637980,25.03964,3p6.3d.(2D<5/2>).5g,2[5/2],2,3p6.3d.(2D<5/2>).7h,2[7/2]*,3,,,L3593
Ti,3,5162.63,1,,,22.637918,25.03964,3p6.3d.(2D<5/2>).5g,2[5/2],3,3p6.3d.(2D<5/2>).7h,2[7/2]*,3,,,L3593
Ti,3,5162.63,1,,,22.637918,25.03964,3p6.3d.(2D<5/2>).5g,2[5/2],3,3p6.3d.(2D<5/2>).7h,2[7/2]*,4,,,L3593
Fe,1,5162.735,151,,,4.28434800,6.68587270,3d6.(5D).4s.4p.(3P*),z 3P*,0,3d7.(4F).4d,f 5P,1,,,L11631
Cr,1,5163.201,5,,,2.70991379,5.11121771,3d5.(4P).4s,a 5P,1,3d4.(5D).4s.4p.(1P*),y 5D*,0,,,L14866
Fe,1,5163.7104,9800,,,4.17769679,6.57876498,3d7.(4F).4p,y 5F*,5,3d7.(4F).4d,g 5F,5,,,L11631
Ar,1,5163.723,15,1.90e+06,C,12.90701530,15.30807770,3s2.3p5.(2P*<3/2>).4p,2[1/2],1,3s2.3p5.(2P*<3/2>).6d,2[1/2]*,1,,T1218n,L2634
P,1,5163.728,180,,,,,,,,,,,,,L5148
Na,1,5163.9,83,1.5e+07,D,33.0956,35.4967,2p5.(2P*).3s.3p.(3P*),4D,5/2,2p5.3s.(3P*).4s,4P*,5/2,,T5209,L6269
Ti,3,5163.99,9,3.1e+07,D,18.471007,20.871949,3p6.3d.5p,3P*,1,3p6.3d.5d,1P,1,,T1216,L3593
Ar,2,5164.1848,14,,,21.492402391,23.89325004,3s2.3p4.(1D).4p,2D*,3/2,3s2.3p4.(3P).4d,2D,3/2,,,L11520
Fe,2,5164.4533,28,,,12.8503132,15.2510360,3d6.(3H).4d,4K,17/2,3d6.(3H<6>).4f,2[8]*,17/2,,,L18349c139
Ne,1,5164.9230,100,4.08e+05,C,18.61270528,21.01321219,2s2.2p5.(2P*<3/2>).3p,2[3/2],1,2s2.2p5.(2P*<3/2>).5d,2[1/2]*,0,,T6976,L4498
Fe,2,5165.0107,40,,,12.8735344,15.2739979,3d6.(3H).4d,4K,13/2,3d6.(3H<5>).4f,2[8]*,15/2,,,L18349c139
Cr,2,5165.1623,7,,,10.68313183,13.0835264,3d4.(5D).4d,e 4S,3/2,3d4.(5D<3>).4f,2[1]*,1/2,,,L18847
Al,3,5165.33,5d*,,,23.548132,25.948462,2p6.5g,2G,7/2,2p6.7h,2H*,9/2,,,L277
Al,3,5165.33,5d*,,,23.548155,25.948462,2p6.5g,2G,9/2,2p6.7h,2H*,11/2,,,L277
Fe,1,5165.9889,380,1.6e+06,E,4.43461275,6.83462125,3d7.(4F).4p,z 3G*,4,3d7.(4F).4d,f 3F,3,,T2578n,L11631
V,1,5166.304,32000*,,,3.0554081,5.4552751,3d4.(3D).4s,2D,3/2,3d4.(3D).4p,4F*,3/2,,,L15916
V,1,5166.304,32000*,,,2.2638095,4.66367269,3d3.(4F).4s.4p.(3P*),z 6F*,5/2,3d3.4s.(5F).5s,e 6F,7/2,,,L15916
Fe,1,5166.3488,339,,,4.14264893,6.5424903,3d8,c 3F,3,3d7.(2H).4p,w 3H*,4,,,L11631
Fe,1,5166.8491,3240,,,4.22036211,6.61997175,3d7.(4F).4p,y 5F*,4,3d7.(4F).4d,g 5F,4,,,L11631
Fe,2,5167.1732,23,,,12.7707022,15.1701620,3d6.(3P2).4d,4D,5/2,3d6.(3P2<2>).4f,2[3]*,7/2,,,L18349c139
Ar,2,5167.2116,48,,,19.867157038,22.26659804,3s2.3p4.(3P).4p,2P*,3/2,3s2.3p4.(1S).3d,2D,5/2,,,L11520
B,3,5167.40,160*,,,33.03217,[35.43164],1s2.5f,2F*,5/2,1s2.7g,2G,"7/2,9/2",,,L12547
B,3,5167.40,160*,,,33.03220,[35.43164],1s2.5f,2F*,7/2,1s2.7g,2G,"7/2,9/2",,,L12547
V,1,5167.593,2500,,,3.2985757&dagger;,5.6978393,3d4.(5D).4p,y 6D*,7/2,3d4.(5D).6s,6D,7/2,,,L15916
Fe,2,5167.6348,16,,,13.4068420,15.8060861,3d6.(3G).4d,4H,13/2,3d6.(3G<5>).4f,2[7]*,15/2,,,L18349c139
Cr,1,5167.6558,90,,,3.43483025,5.83406495,3d4.4s2,b 3G,4,3d5.(4G).4p,y 3G*,4,,,L14866
Fe,1,5167.7209,15500,1.45e+03,A,0.0000000,2.39920471,3d6.4s2,a 5D,4,3d6.(5D).4s.4p.(3P*),z 7D*,5,,T3547,L11631
Fe,2,5167.9902,900,2.82e+07,B+,10.4552114,12.8542909,3d6.(5D).4d,6P,5/2,3d6.(5D<2>).4f,2[3]*,7/2,,T6892c83,L18349c139
V,1,5168.220,34000,1.3e+06,C,1.89331087,4.29228311,3d4.(3P2).4s,b 4P,3/2,3d3.(4F).4s.4p.(1P*),v 4D*,5/2,,T9399,L15916
Mg,1,5168.7609,42,1.13e+07,B+,2.7091049,5.1078270,3s.3p,3P*,0,3s.4s,3S,1,,c45,L7428
Fe,1,5168.9274,760000,2.72e+06,B+,1.48486439,3.88350907,3d7.(4F).4s,a 3F,4,3d6.(5D).4s.4p.(3P*),z 3D*,3,,T5720,L11631
Fe,1,5169.150,398,,,3.41489715,5.81343520,3d7.(2P).4s,a 1P,1,3d7.(4P).4p,u 5D*,2,,,L11631
Cr,1,5169.3901,6,,,3.43483025,5.83326016,3d4.4s2,b 3G,4,3d5.(4G).4p,y 3G*,3,,,L14866
Cr,1,5170.065,4,,,1.03000806,3.42812540,3d4.4s2,a 5D,4,3d4.(5D).4s.4p.(3P*),z 7D*,4,,,L14866
Fe,2,5170.152,40,6.8e+05,D+,10.4552114,12.8532884,3d6.(5D).4d,6P,5/2,3d6.(5D<2>).4f,2[1]*,3/2,,T6892c83,L18349c139
Fe,1,5170.3375,22400,3.83e+03,A,0.05156912,2.44955978,3d6.4s2,a 5D,3,3d6.(5D).4s.4p.(3P*),z 7D*,3,,T3547,L11631
Fe,2,5170.4679,7000,4.2e+06,C,2.89101830,5.28894824,3d5.4s2,a 6S,5/2,3d6.(5D).4p,z 6P*,7/2,,T7589,L18349c139
V,1,5170.495,4700,,,3.31512954,5.7130463,3d4.(5D).4p,y 6D*,9/2,3d4.(5D).6s,6D,9/2,,,L15916
Fe,1,5170.738,158,,,4.07581091,6.47361547,3d8,c 3F,4,3d7.(2D2).4p,t 3D*,3,,,L11631
Fe,2,5171.2407,80,2.0e+06,D+,10.4996322,12.8972034,3d6.(5D).4d,f 4D,7/2,3d6.(5D<0>).4f,2[3]*,7/2,,T6892c83,L18349c139
V,1,5171.363,96000,,,2.24237226,4.63988694,3d3.(4F).4s.4p.(3P*),z 6D*,1/2,3d3.4s.(5F).5s,e 6F,3/2,,,L15916
Fe,2,5171.5448,23,,,13.0262214,15.4236520,3d6.(3F2).4d,4G,11/2,3d6.(3F2<4>).4f,2[6]*,13/2,,,L18349c139
Fe,2,5171.9422,8,,,13.4863948,15.8836410,3d6.(3G).4d,4I,11/2,3d6.(3G<3>).4f,2[6]*,13/2,,,L18349c139
Ti,1,5171.961,24,,,2.2673677,4.6646048,3d3.(2G).4s,b 1G,4,3d.4s2.4p,x 1F*,3,,,L10989
Al,3,5172.04,1d*,,,23.548132,25.945336,2p6.5g,2G,7/2,2p6.7f,2F*,5/2,,,L277
Al,3,5172.04,1d*,,,23.548132,25.945336,2p6.5g,2G,7/2,2p6.7f,2F*,7/2,,,L277
Fe,2,5172.2164,500,1.94e+07,C+,10.4552114,12.8523307,3d6.(5D).4d,6P,5/2,3d6.(5D<2>).4f,2[2]*,5/2,,T6892c83,L18349c139
Fe,2,5172.328,4,,,13.4128045,15.8098713,3d6.(3G).4d,4G,11/2,3d6.(3G<5>).4f,2[7]*,13/2,,,L18349c139
Fe,1,5172.754,141,,,4.95563019,7.3524990,3d6.(5D).4s.4p.(1P*),x 5D*,3,3d6.4s.(4D).4d,3F,4,,,L11631
Fe,2,5172.8788,9,,,12.9023740,15.2991859,3d6.(3H).4d,4I,13/2,3d6.(3H<4>).4f,2[7]*,15/2,,,L18349c139
Fe,1,5173.0364,162000,4.46e+05,A,1.48486439,3.88160368,3d7.(4F).4s,a 3F,4,3d6.(5D).4s.4p.(3P*),z 3F*,4,,T3831,L11631
Fe,1,5173.1132,710,,,3.64164057,6.03834476,3d6.4s2,b 3D,3,3d6.(3H).4s.4p.(3P*),y 1G*,4,,,L11631
V,1,5173.529,33000,4.0e+06,B+,2.2532980,4.64980915,3d3.(4F).4s.4p.(3P*),z 6F*,3/2,3d3.4s.(5F).5s,e 6F,5/2,,T9399,L15916
Mg,1,5174.1250,44,3.37e+07,B+,2.7115919,5.1078270,3s.3p,3P*,1,3s.4s,3S,1,,c45,L7428
Fe,1,5174.5657,182,,,2.94879294,5.34482452,3d6.4s2,b 3G,5,3d6.(3H).4s.4p.(3P*),z 5H*,4,,,L11631
F,2,5174.69,150,,,,,,,,,,,,,L369
Fe,1,5174.944,186,,,2.99035244,5.3862090,3d6.4s2,b 3G,4,3d6.(3H).4s.4p.(3P*),z 5I*,4,,,L11631
Ti,1,5175.181,15000,4.23e+06,B,0.00000000,2.3957447,3d2.4s2,a 3F,2,3d2.(3F).4s.4p.(3P*),z 3F*,2,,T8000,L10989
V,1,5175.959,18000,1.35e+06,B,2.28602611,4.68141347,3d3.(4F).4s.4p.(3P*),z 6D*,9/2,3d3.4s.(5F).5s,e 6F,9/2,,T9399,L15916
Fe,2,5176.190,5,,,12.8550633,15.2503423,3d6.(5D).5d,4F,9/2,3d6.(3H<6>).4f,2[5]*,11/2,,,L18349c139
Fe,2,5176.441,60,4.1e+06,D+,10.4552114,12.8503740,3d6.(5D).4d,6P,5/2,3d6.(5D<2>).4f,2[2]*,3/2,,T6892c83,L18349c139
Fe,2,5176.8385,900,1.8e+05,D,7.7269984,10.1219773,3d6.(3H).4p,z 2G*,7/2,3d5.4s2,2F2,5/2,,T6892c83,L18349c139
Ar,2,5176.867,2,,,23.162238164,25.55720904,3s2.3p4.(3P).4d,2F,7/2,3s2.3p4.(3P<1>).5f,2[4]*,9/2,,,L14821
Ti,3,5176.92,6,,,15.923712,18.318652,3p6.3d.4d,3D,1,3p6.3d.5p,3D*,2,,,L3593
O,2,5177.338,12,1.46e+07,B,26.5610940,28.955839,2s2.2p2.(3P).3p,2P*,3/2,2s2.2p2.(3P).3d,2P,1/2,,"T6172,T6632",L10621
V,4,5177.392,30,6.1e+07,D,29.27869,31.67341,3p6.3d.5s,3D,1,3p6.3d.5p,3F*,2,,T2757,L147
Ar,2,5177.6707,26,1.7e+06,B,18.732439371,21.127033505,3s2.3p4.(3P).3d,2D,5/2,3s2.3p4.(1D).4p,2F*,5/2,,T926,L11520
V,1,5177.921,32000bl(V II),2.3e+06,C,2.26919352,4.66367269,3d3.(4F).4s.4p.(3P*),z 6D*,7/2,3d3.4s.(5F).5s,e 6F,7/2,,T9399,L15916
Fe,2,5178.1525,20,,,12.8579705,15.2523418,3d6.(3H).4d,4K,15/2,3d6.(3H<6>).4f,2[7]*,15/2,,,L18349c139
V,1,5178.2075,260000,,,2.63784466,5.0321908,3d4.(3G).4s,2G,9/2,3d4.(3G).4p,2F*,7/2,,,L15916
Fe,2,5178.4600,700bl(Fe II)*,,,7.5674109,9.9616418,3d6.(3P2).4p,y 4P*,1/2,3d6.(5D).5s,e 4D,1/2,,,L18349c148
Fe,2,5178.4600,700bl(Fe II)*,2.63e+07,B+,10.3791615,12.7733903,3d6.(5D).4d,6D,7/2,3d6.(5D<4>).4f,2[2]*,5/2,,T6892c83,L18349c148
Fe,1,5178.6756,355,1.2e+05,E,3.69459719,6.08872711,3d6.4s2,b 1G2,4,3d7.(2G).4p,w 3F*,4,,T2578n,L11631
Fe,2,5178.6756,24bl(Fe I),,,12.9092650,15.3033949,3d6.(5D).5d,6P,5/2,3d6.(3H<4>).4f,2[3]*,5/2,,,L18349c139
Fe,2,5178.8310,130,,,12.8503132,15.2443710,3d6.(3H).4d,4K,17/2,3d6.(3H<6>).4f,2[9]*,19/2,,,L18349c139
Cr,1,5178.8439,20,6.1e+06,D,3.42812540,5.82217714,3d4.(5D).4s.4p.(3P*),z 7D*,4,3d4.4s.5s,f 7D,5,,T1621n,L14866
Fe,2,5178.964,5,,,12.8579705,15.2519656,3d6.(3H).4d,4K,15/2,3d6.(3H<6>).4f,2[6]*,13/2,,,L18349c139
Mn,2,5179.090,10,,,6.005305,8.399240,3d5.(2H).4s,b 3H,6,3d5.(4G).4p,z 3H*,6,,,L562
Fe,2,5179.2179,17,,,12.8503132,15.2441967,3d6.(3H).4d,4K,17/2,3d6.(3H<6>).4f,2[9]*,17/2,,,L18349c145
Cr,1,5179.253,10,,,3.42162179,5.81548356,3d4.4s2,b 3G,3,3d4.(3H).4s.4p.(3P*),z 3G*,4,,,L9190
Fe,2,5179.8163,340,5.8e+07,C+,10.4309920,12.8245941,3d6.(5D).4d,6D,1/2,3d6.(5D<3>).4f,2[1]*,1/2,,T6892c83,L18349c139
Ne,2,5179.950,140,,,37.5363133,39.9298525,2s2.2p4.(3P).4d,4F,7/2,2s2.2p4.(3P<1>).7f,2[4]*,9/2,,,L1406
V,1,5179.964,36000,3.94e+06,B+,2.25627573,4.64980915,3d3.(4F).4s.4p.(3P*),z 6D*,5/2,3d3.4s.(5F).5s,e 6F,5/2,,T9399,L15916
Fe,2,5179.971,9,,,12.8550633,15.2485928,3d6.(5D).5d,4F,9/2,3d6.(3H<6>).4f,2[4]*,9/2,,,L18349c139
Fe,3,5180.04,120bl(Fe II),,,24.851182,27.244689,3d5.(4F).4d,5G,2,3d5.(4F).5p,5F*,1,,,L1171
Ti,1,5180.091,36,,,1.06655474,3.4600286,3d2.4s2,a 3P,2,3d2.(1D).4s.4p.(1P*),y 1D*,2,,,L10989
Fe,1,5180.2425,234,4.2e+05,E,4.38646275,6.77986785,3d7.(4F).4p,z 3G*,5,3d7.(4F).4d,f 3F,4,,T2578n,L11631
V,1,5180.512,31000,,,2.24660657,4.63988694,3d3.(4F).4s.4p.(3P*),z 6F*,1/2,3d3.4s.(5F).5s,e 6F,3/2,,,L15916
Ar,2,5180.68,0h,,,22.683065435,25.076257320,3s2.3p4.(3P).5s,4P,1/2,3s2.3p4.(3P).6p,4P*,3/2,,,L14821
Fe,2,5180.9779,33,,,12.8579705,15.2510360,3d6.(3H).4d,4K,15/2,3d6.(3H<6>).4f,2[8]*,17/2,,,L18349c139
V,1,5181.243,8200,,,2.35861724,4.75156100,3d4.(3H).4s,b 2H,9/2,3d4.(3H).4p,x 4H*,9/2,,,L15916
Fe,2,5181.7543,1500,5.1e+07,B+,10.3914073,12.7841142,3d6.(5D).4d,6D,5/2,3d6.(5D<4>).4f,2[1]*,3/2,,T6892c83,L18349c139
V,1,5182.162,36000,,,2.2473686,4.63988694,3d3.(4F).4s.4p.(3P*),z 6D*,3/2,3d3.4s.(5F).5s,e 6F,3/2,,,L15916
Si,2,5183.34,100,,,,,,,,,,,,,L3541
Fe,2,5183.408,130,,,3.19725263,5.58919550,3d6.(3P2).4s,b 2P,3/2,3d6.(5D).4p,z 4F*,5/2,,,L18349c139
Fe,2,5183.604,2.9,,,13.4619063,15.8537609,3d6.(3G).4d,4H,9/2,3d6.(3G<4>).4f,2[5]*,11/2,,,L18349c139
Fe,1,5183.666,50,,,4.98804995,7.3798760,3d6.(5D).4s.4p.(1P*),x 5D*,2,3d6.4s.(4D).4d,3F,3,,,L11631
Ne,1,5183.763,20,,,18.96595369,21.3577339,2s2.2p5.(2P*<1/2>).3p,2[1/2],0,2s2.2p5.(2P*<1/2>).8s,2[1/2]*,1,,,L3469
Fe,2,5183.799,6,,,12.9023740,15.2941354,3d6.(3H).4d,4I,13/2,3d6.(3H<4>).4f,2[6]*,13/2,,,L18349c139
V,1,5184.241,28000,,,2.24237226,4.63393074,3d3.(4F).4s.4p.(3P*),z 6D*,1/2,3d3.4s.(5F).5s,e 6F,1/2,,,L15916
Ar,2,5184.53,"1bl,i",,,23.438088809,25.82951773,3s2.3p4.(3P).5p,4P*,3/2,3s2.3p4.(3P).7s,4P,1/2,,,L14821
